:  flukh
agresive: agresiv
agresiver: agresiv
agresivkayt: agresivkayt
agresivkaytn: agresivkayt
agresivn: agresiv
agresivs: agresiv
agresn: agres
agresor: agresor
agresorn: agresor
agresye: agresye
agresyes: agresye
agrikultur: agrikultur
agronom: agronom
agronomen: agronom
agune: agune
agunes: agune
aha: aha
ahavas: ahavas
ahavas_yisroel: ahavas_yisroel
ahave: ahave
aher: aher
aherbrengen: breng
aherbrengendik: breng
aherbrengendike: breng
aherbrengendiker: breng
aherbrengendikn: breng
aherbrengendiks: breng
aherfirn: fir
aherfirndik: fir
aherfirndike: fir
aherfirndiker: fir
aherfirndikn: fir
aherfirndiks: fir
aherforn: for
aherforndik: for
aherforndike: for
aherforndiker: for
aherforndikn: for
aherforndiks: for
ahergebrakht: breng
ahergebrakhte: breng
ahergebrakhter: breng
ahergebrakhtn: breng
ahergebrakhts: breng
ahergebrengt: breng
ahergebrengte: breng
ahergebrengter: breng
ahergebrengtn: breng
ahergebrengts: breng
ahergefirt: fir
ahergefirte: fir
ahergefirter: fir
ahergefirtn: fir
ahergefirts: fir
ahergeforene: for
ahergeforenem: for
ahergeforener: for
ahergeforn: for
ahergeforns: for
ahergekumen: kum
ahergekumene: kum
ahergekumenem: kum
ahergekumener: kum
ahergekumens: kum
ahergelofene: loyf
ahergelofenem: loyf
ahergelofener: loyf
ahergelofn: loyf
ahergelofns: loyf
ahergeshikt: shik
ahergeshikte: shik
ahergeshikter: shik
ahergeshiktn: shik
ahergeshikts: shik
ahergeshlept: shlep
ahergeshlepte: shlep
ahergeshlepter: shlep
ahergeshleptn: shlep
ahergeshlepts: shlep
aherkumen: kum
aherkumendik: kum
aherkumendike: kum
aherkumendiker: kum
aherkumendikn: kum
aherkumendiks: kum
aherloyfn: loyf
aherloyfndik: loyf
aherloyfndike: loyf
aherloyfndiker: loyf
aherloyfndikn: loyf
aherloyfndiks: loyf
ahershikn: shik
ahershikndik: shik
ahershikndike: shik
ahershikndiker: shik
ahershikndikn: shik
ahershikndiks: shik
ahershlepn: shlep
ahershlepndik: shlep
ahershlepndike: shlep
ahershlepndiker: shlep
ahershlepndikn: shlep
ahershlepndiks: shlep
ahertsu: ahertsu
ahertsubrengen: breng
ahertsufirn: fir
ahertsuforn: for
ahertsukumen: kum
ahertsuloyfn: loyf
ahertsushikn: shik
ahertsushlepn: shlep
ahertsutsu: ahertsutsu
aheym: aheym
aheymbrengen: breng
aheymbrengendik: breng
aheymbrengendike: breng
aheymbrengendiker: breng
aheymbrengendikn: breng
aheymbrengendiks: breng
aheymet: aheymet
aheymforn: for
aheymforndik: for
aheymforndike: for
aheymforndiker: for
aheymforndikn: for
aheymforndiks: for
aheymgebrakht: breng
aheymgebrakhte: breng
aheymgebrakhter: breng
aheymgebrakhtn: breng
aheymgebrakhts: breng
aheymgebrengt: breng
aheymgebrengte: breng
aheymgebrengter: breng
aheymgebrengtn: breng
aheymgebrengts: breng
aheymgeforene: for
aheymgeforenem: for
aheymgeforener: for
aheymgeforn: for
aheymgeforns: for
aheymgegangen: gey
aheymgegangene: gey
aheymgegangenem: gey
aheymgegangener: gey
aheymgegangens: gey
aheymgekumen: kum
aheymgekumene: kum
aheymgekumenem: kum
aheymgekumener: kum
aheymgekumens: kum
aheymgelofene: loyf
aheymgelofenem: loyf
aheymgelofener: loyf
aheymgelofn: loyf
aheymgelofns: loyf
aheymgenumen: nem
aheymgenumene: nem
aheymgenumenem: nem
aheymgenumener: nem
aheymgenumens: nem
aheymgeshikt: shik
aheymgeshikte: shik
aheymgeshikter: shik
aheymgeshiktn: shik
aheymgeshikts: shik
aheymgeshpatsirt: shpatsir
aheymgeshpatsirte: shpatsir
aheymgeshpatsirter: shpatsir
aheymgeshpatsirtn: shpatsir
aheymgeshpatsirts: shpatsir
aheymgeyn: gey
aheymgeyndik: gey
aheymgeyndike: gey
aheymgeyndiker: gey
aheymgeyndikn: gey
aheymgeyndiks: gey
aheymkumen: kum
aheymkumendik: kum
aheymkumendike: kum
aheymkumendiker: kum
aheymkumendikn: kum
aheymkumendiks: kum
aheymloyfn: loyf
aheymloyfndik: loyf
aheymloyfndike: loyf
aheymloyfndiker: loyf
aheymloyfndikn: loyf
aheymloyfndiks: loyf
aheymnemen: nem
aheymnemendik: nem
aheymnemendike: nem
aheymnemendiker: nem
aheymnemendikn: nem
aheymnemendiks: nem
aheymshikn: shik
aheymshikndik: shik
aheymshikndike: shik
aheymshikndiker: shik
aheymshikndikn: shik
aheymshikndiks: shik
aheymshpatsirn: shpatsir
aheymshpatsirndik: shpatsir
aheymshpatsirndike: shpatsir
aheymshpatsirndiker: shpatsir
aheymshpatsirndikn: shpatsir
aheymshpatsirndiks: shpatsir
aheymtsubrengen: breng
aheymtsuforn: for
aheymtsugeyn: gey
aheymtsukumen: kum
aheymtsuloyfn: loyf
aheymtsunemen: nem
aheymtsushikn: shik
aheymtsushpatsirn: shpatsir
aheymvarg: aheymvarg
aheymvargn: aheymvarg
ahin: ahin
ahinbrengen: breng
ahinbrengendik: breng
ahinbrengendike: breng
ahinbrengendiker: breng
ahinbrengendikn: breng
ahinbrengendiks: breng
ahinforn: for
ahinforndik: for
ahinforndike: for
ahinforndiker: for
ahinforndikn: for
ahinforndiks: for
ahingas: ahingas
ahingasn: ahingas
ahingebrakht: breng
ahingebrakhte: breng
ahingebrakhter: breng
ahingebrakhtn: breng
ahingebrakhts: breng
ahingeforene: for
ahingeforenem: for
ahingeforener: for
ahingeforn: for
ahingeforns: for
ahingegangen: gey
ahingegangene: gey
ahingegangenem: gey
ahingegangener: gey
ahingegangens: gey
ahingekumen: kum
ahingekumene: kum
ahingekumenem: kum
ahingekumener: kum
ahingekumens: kum
ahingeleygt: leyg
ahingeleygte: leyg
ahingeleygter: leyg
ahingeleygtn: leyg
ahingeleygts: leyg
ahingeshikt: shik
ahingeshikte: shik
ahingeshikter: shik
ahingeshiktn: shik
ahingeshikts: shik
ahingeton: tu
ahingetone: tu
ahingetonem: tu
ahingetoner: tu
ahingetons: tu
ahingeyn: gey
ahingeyndik: gey
ahingeyndike: gey
ahingeyndiker: gey
ahingeyndikn: gey
ahingeyndiks: gey
ahinkumen: kum
ahinkumendik: kum
ahinkumendike: kum
ahinkumendiker: kum
ahinkumendikn: kum
ahinkumendiks: kum
ahinleygn: leyg
ahinleygndik: leyg
ahinleygndike: leyg
ahinleygndiker: leyg
ahinleygndikn: leyg
ahinleygndiks: leyg
ahinshikn: shik
ahinshikndik: shik
ahinshikndike: shik
ahinshikndiker: shik
ahinshikndikn: shik
ahinshikndiks: shik
ahinter: ahinter
ahinton: tu
ahintondik: tu
ahintondike: tu
ahintondiker: tu
ahintondikn: tu
ahintondiks: tu
ahintsu: ahintsu
ahintsubrengen: breng
ahintsuforn: for
ahintsugeyn: gey
ahintsukumen: kum
ahintsuleygn: leyg
ahintsushikn: shik
ahintsuton: tu
ahintsutsu: ahintsutsu
air: air
akademiker: akademiker
akademikers: akademiker
akademish: akademish
akademishe: akademish
akademisher: akademish
akademishes: akademish
akademishn: akademish
akademist: akademist
akademistn: akademist
akademye: akademye
akademyes: akademye
akadish: akadish
akadishe: akadish
akadisher: akadish
akadishes: akadish
akadishn: akadish
akatsye: akatsye
akatsyes: akatsye
akdomes: akdomes
akegenem: akegn
akegengetantst: tants
akegengetantste: tants
akegengetantster: tants
akegengetantstn: tants
akegentantsn: tants
akegentantsndik: tants
akegentantsndike: tants
akegentantsndiker: tants
akegentantsndikn: tants
akegentantsndiks: tants
akegentsutantsn: tants
akegn: akegn
akegndik: akegn
akegndike: akegn
akegndiker: akegn
akegndikn: akegn
akegndiks: akegn
akegngekumen: kum
akegngekumene: kum
akegngekumenem: kum
akegngekumener: kum
akegngekumens: kum
akegngeshtelt: shtel
akegngeshtelte: shtel
akegngeshtelter: shtel
akegngeshteltn: shtel
akegngeshtelts: shtel
akegngetantst: tants
akegngetantste: tants
akegngetantster: tants
akegngetantstn: tants
akegngetrogene: trog
akegngetrogenem: trog
akegngetrogener: trog
akegngetrogn: trog
akegngetrogns: trog
akegnkumen: kum
akegnkumendik: kum
akegnkumendike: kum
akegnkumendiker: kum
akegnkumendikn: kum
akegnkumendiks: kum
akegnshteln: shtel
akegnshtelndik: shtel
akegnshtelndike: shtel
akegnshtelndiker: shtel
akegnshtelndikn: shtel
akegnshtelndiks: shtel
akegntantsn: tants
akegntantsndik: tants
akegntantsndike: tants
akegntantsndiker: tants
akegntantsndikn: tants
akegntantsndiks: tants
akegntrogn: trog
akegntrogndik: trog
akegntrogndike: trog
akegntrogndiker: trog
akegntrogndikn: trog
akegntrogndiks: trog
akegntsukumen: kum
akegntsushteln: shtel
akegntsutantsn: tants
akegntsutrogn: trog
aker: aker
akerayzn: akerayzn
akerayzns: akerayzn
akerer: akerer
akerers: akerer
akerland: akerland
akerlender: akerland
akerman: akerman
akermener: akerman
akern: aker
akerndik: aker
akerndike: aker
akerndiker: aker
akerndikn: aker
akerndiks: aker
akers: aker
akerst: aker
akerstu: aker
akert: aker
akervalts: akervalts
akervaltsn: akervalts
akeyde: akeyde
akh: akh
akhan: akhan
akharey: akharey
akhashtronim: -
akhashveyresh: akhashveyresh
akhashveyreshn: akhashveyresh
akhashveyreshs: akhashveyresh
akhberosh: akhberosh
akhberoshem: akhberosh
akhdes: akhdes
akhes: akhes
akhibe: akhibe
akhile: akhile
akhke: akhke
akhken: akhke
akhkendik: akhke
akhkendike: akhke
akhkendiker: akhke
akhkendikn: akhke
akhkendiks: akhke
akhkest: akhke
akhkestu: akhke
akhket: akhke
akhl: akhl
akhlen: akhl
akhlendik: akhl
akhlendike: akhl
akhlendiker: akhl
akhlendikn: akhl
akhlendiks: akhl
akhler: akhler
akhlers: akhler
akhlst: akhl
akhlstu: akhl
akhlt: akhl
akhorayem: -
akhper: akhper
akhperdik: akhper
akhperdike: akhper
akhperdiker: akhper
akhperdikn: akhper
akhperdiks: akhper
akhperlekh: akhper
akhperlekhe: akhper
akhperlekher: akhper
akhperlekhn: akhper
akhperlekhs: akhper
akhpern: akhper
akhperndik: akhper
akhperndike: akhper
akhperndiker: akhper
akhperndikn: akhper
akhperndiks: akhper
akhperst: akhper
akhperstu: akhper
akhpert: akhper
akhrayes: akhrayes
akhrayesdik: akhrayes
akhrayesdikayt: akhrayesdikayt
akhrayesdikaytn: akhrayesdikayt
akhrayesdike: akhrayes
akhrayesdiker: akhrayes
akhrayesdikn: akhrayes
akhrayesdiks: akhrayes
akhrayeslozikayt: akhrayeslozikayt
akhrayeslozikaytn: akhrayeslozikayt
akhrayesn: akhrayes
akhren: akhren
akhres_hayomem: akhres_hayomem
akhroynem: akhren
akhsani: akhsani
akhsanik: akhsanik
akhsanikes: akhsanik
akhsanye: akhsanye
akhsanyes: akhsanye
akht: akht
akhte: akht
akhter: akht
akhtfus: akhtfus
akhtfusn: akhtfus
akhtgeber: akhtgeber
akhtgeberin: akhtgeberin
akhtgeberins: akhtgeberin
akhtgebers: akhtgeber
akhthalbn: akhthalbn
akhthundert: akhthundert
akhthunderte: akhthundert
akhthunderter: akhthundert
akhthundertn: akhthundert
akhthunderts: akhthundert
akhtl: akhtl
akhtlekh: akhtl
akhtn: akht
akhtns: akhtns
akhts: akht
akhtshoybik: akhtshoybik
akhtshoybike: akhtshoybik
akhtshoybiker: akhtshoybik
akhtshoybikn: akhtshoybik
akhtshoybiks: akhtshoybik
akhtsik: akhtsik
akhtsike: akhtsik
akhtsiker: akhtsik
akhtsikn: akhtsik
akhtsiks: akhtsik
akhtsikst: akhtsikst
akhtsikste: akhtsikst
akhtsikster: akhtsikst
akhtsikstl: akhtsikstl
akhtsikstn: akhtsikst
akhtsikyorik: akhtsikyorik
akhtsikyorike: akhtsikyorik
akhtsikyoriker: akhtsikyorik
akhtsikyorikn: akhtsikyorik
akhtsikyoriks: akhtsikyorik
akhtsn: akhtsn
akhtsnhundert: akhtsnhundert
akhtsnhunderte: akhtsnhundert
akhtsnhunderter: akhtsnhundert
akhtsnhundertn: akhtsnhundert
akhtsnhunderts: akhtsnhundert
akhtsnt: akhtsnt
akhtsnte: akhtsnt
akhtsnter: akhtsnt
akhtsntl: akhtsntl
akhtsntn: akhtsnt
akhtsnts: akhtsnt
akhtung: akhtung
akhtungen: akhtung
akhtyorik: akhtyorik
akhtyorike: akhtyorik
akhtyoriker: akhtyorik
akhtyorikn: akhtyorik
akhtyoriks: akhtyorik
akhuts: akhuts
akhutsn: akhuts
akhzer: akhzer
akhzerish: akhzer
akhzerishe: akhzer
akhzerisher: akhzer
akhzerishes: akhzer
akhzerishn: akhzer
akhzorem: akhzer
akhzoryes: akhzoryes
akhzoryesdik: akhzoryes
akhzoryesdike: akhzoryes
akhzoryesdiker: akhzoryes
akhzoryesdikn: akhzoryes
akhzoryesdiks: akhzoryes
akhzoryesn: akhzoryes
aklimatizir: aklimatizir
aklimatizirn: aklimatizir
aklimatizirndik: aklimatizir
aklimatizirndike: aklimatizir
aklimatizirndiker: aklimatizir
aklimatizirndikn: aklimatizir
aklimatizirndiks: aklimatizir
aklimatizirst: aklimatizir
aklimatizirstu: aklimatizir
aklimatizirt: aklimatizir
aklimatizirte: aklimatizir
aklimatizirter: aklimatizir
aklimatizirtn: aklimatizir
aklimatizirts: aklimatizir
akmiyan: akmiyan
akmyan: akmyan
akompaniment: akompaniment
akompanimentn: akompaniment
akompanir: akompanir
akompanirn: akompanir
akompanirndik: akompanir
akompanirndike: akompanir
akompanirndiker: akompanir
akompanirndikn: akompanir
akompanirndiks: akompanir
akompanirst: akompanir
akompanirstu: akompanir
akompanirt: akompanir
akompanirte: akompanir
akompanirter: akompanir
akompanirtn: akompanir
akompanirts: akompanir
akope: akope
akopes: akope
akord: akord
akordeon: akordeon
akordeonen: akordeon
akordn: akord
akordyon: akordyon
akordyonen: akordyon
akordyonist: akordyonist
akordyonistke: akordyonistke
akordyonistkes: akordyonistke
akordyonistn: akordyonist
akore: akore
akores: akore
akorsht: akorsht
akrayets: akrayets
akrayetsele: akrayets
akrayetselekh: akrayets
akrayetsl: akrayets
akrayetslekh: akrayets
akraytses: akrayets
akraytshik: akraytshik
akraytshikes: akraytshik
akrobat: akrobat
akrobatik: akrobatik
akrobatin: akrobatin
akrobatins: akrobatin
akrobatish: akrobat
akrobatishe: akrobat
akrobatisher: akrobat
akrobatishes: akrobat
akrobatishn: akrobat
aks: aks
aksele: aksl
akselekh: aksl
aksesuar: aksesuar
aksesuarn: aksesuar
akshenen: akshn
akshenendik: akshn
akshenendike: akshn
akshenendiker: akshn
akshenendikn: akshn
akshenendiks: akshn
akshn: akshn
akshnst: akshn
akshnstu: akshn
akshnt: akshn
akshonem: akshn
akshones: akshones
akshonesdik: akshones
akshonesdike: akshones
akshonesdiker: akshones
akshonesdikn: akshones
akshonesdiks: akshones
aksl: aksl
akslband: akslband
akslbender: akslband
akslen: aksl
aksn: aks
aksyal: aks
aksyale: aks
aksyaler: aks
aksyaln: aks
aksyals: aks
akt: akt
aktinyum: aktinyum
aktiv: aktiv
aktive: aktiv
aktiver: aktiv
aktivir: aktivir
aktivirn: aktivir
aktivirndik: aktivir
aktivirndike: aktivir
aktivirndiker: aktivir
aktivirndikn: aktivir
aktivirndiks: aktivir
aktivirst: aktivir
aktivirstu: aktivir
aktivirt: aktivir
aktivirte: aktivir
aktivirter: aktivir
aktivirtn: aktivir
aktivirts: aktivir
aktivist: aktivist
aktivistish: aktivistish
aktivistishe: aktivistish
aktivistisher: aktivistish
aktivistishes: aktivistish
aktivistishn: aktivistish
aktivistke: aktivistke
aktivistkes: aktivistke
aktivistn: aktivist
aktivitet: aktivitet
aktivitetn: aktivitet
aktivizir: aktivizir
aktivizirn: aktivizir
aktivizirndik: aktivizir
aktivizirndike: aktivizir
aktivizirndiker: aktivizir
aktivizirndikn: aktivizir
aktivizirndiks: aktivizir
aktivizirst: aktivizir
aktivizirstu: aktivizir
aktivizirt: aktivizir
aktivizirte: aktivizir
aktivizirter: aktivizir
aktivizirtn: aktivizir
aktivizirts: aktivizir
aktivizm: aktivizm
aktivizmen: aktivizm
aktivn: aktiv
aktivs: aktiv
aktn: akt
aktntash: aktntash
aktntashn: aktntash
aktrise: aktrise
aktrises: aktrise
aktsent: aktsent
aktsentir: aktsentir
aktsentirn: aktsentir
aktsentirndik: aktsentir
aktsentirndike: aktsentir
aktsentirndiker: aktsentir
aktsentirndikn: aktsentir
aktsentirndiks: aktsentir
aktsentirst: aktsentir
aktsentirstu: aktsentir
aktsentirt: aktsentir
aktsentirte: aktsentir
aktsentirter: aktsentir
aktsentirtn: aktsentir
aktsentirts: aktsentir
aktsentn: aktsent
aktseptir: aktseptir
aktseptirn: aktseptir
aktseptirndik: aktseptir
aktseptirndike: aktseptir
aktseptirndiker: aktseptir
aktseptirndikn: aktseptir
aktseptirndiks: aktseptir
aktseptirst: aktseptir
aktseptirstu: aktseptir
aktseptirt: aktseptir
aktseptirte: aktseptir
aktseptirter: aktseptir
aktseptirtn: aktseptir
aktseptirts: aktseptir
aktsident: aktsident
aktsidentn: aktsident
aktsiz: aktsiz
aktsizn: aktsiz
aktsizne: aktsizne
aktsiznik: aktsiznik
aktsiznikes: aktsiznik
aktsiznitshke: aktsiznitshke
aktsiznitshkes: aktsiznitshke
aktsye: aktsye
aktsyes: aktsye
aktsyoner: aktsyoner
aktsyonern: aktsyoner
aktuel: aktuel
aktuele: aktuel
aktueler: aktuel
aktuelkayt: aktuelkayt
aktuelkaytn: aktuelkayt
aktueln: aktuel
aktuels: aktuel
aktyor: aktyor
aktyorish: aktyorish
aktyorishe: aktyorish
aktyorisher: aktyorish
aktyorishes: aktyorish
aktyorishn: aktyorish
aktyorn: aktyor
aktyortshik: aktyortshik
aktyortshikes: aktyortshik
akupunkturist: akupunkturist
akupunkturistke: akupunkturistke
akupunkturistkes: akupunkturistke
akupunkturistn: akupunkturist
akurat: akurat
akurate: akurat
akuratene: akurat
akuratenem: akurat
akuratener: akurat
akurater: akurat
akuratn: akurat
akuratns: akurat
akurats: akurat
akusher: akusher
akusherin: akusherin
akusherins: akusherin
akusherke: akusherke
akusherkes: akusherke
akushern: akusher
akusherski: akusherski
akusherye: akusherye
akushor: akushor
akushorn: akushor
akustik: akustik
akustikn: akustik
akustish: akustish
akustishe: akustish
akustisher: akustish
akustishes: akustish
akustishn: akustish
akuzativ: akuzativ
akuzative: akuzativ
akuzativer: akuzativ
akuzativn: akuzativ
akuzativs: akuzativ
akuzatsye: akuzatsye
akuzatsyes: akuzatsye
akuzir: akuzir
akuzirn: akuzir
akuzirndik: akuzir
akuzirndike: akuzir
akuzirndiker: akuzir
akuzirndikn: akuzir
akuzirndiks: akuzir
akuzirst: akuzir
akuzirstu: akuzir
akuzirt: akuzir
akuzirte: akuzir
akuzirter: akuzir
akuzirtn: akuzir
akuzirts: akuzir
akvar: akvar
akvarel: akvarel
akvareln: akvarel
akvaryum: akvaryum
akzyome: akzyome
akzyomes: akzyome
al: al
al_khet: al_khet
al_kol_ponem: al_kol_ponem
al_pi: al_pi
alafon: alafon
alafonen: alafon
alakhsn: alakhsn
alakhsns: alakhsn
alarem: alarem
alarems: alarem
alarm: alarm
alarms: alarm
albani: albani
albanish: albanish
albanishe: albanish
albanisher: albanish
albanishes: albanish
albanishn: albanish
albaster: albaster
albastere: albaster
albasterer: albaster
albastern: albaster
albasters: albaster
albatros: albatros
albatrosn: albatros
albert: albert
albom: albom
albomen: albom
album: album
albumen: album
alde: alde
aldem: aldem
aldi: aldi
aldos: aldos
aldosguts: aldosgut|s
ale: ale
alee: alee
alees: alee
alef: alef
alefbeyz: alefbeyz
alegorish: alegorish
alegorishe: alegorish
alegorisher: alegorish
alegorishes: alegorish
alegorishn: alegorish
alegorye: alegorye
alegoryes: alegorye
alegro: alegro
aleks: aleks
aleksander: aleksander
aleksandrie: aleksandrie
aleksandrish: aleksandrish
aleksandrishe: aleksandrish
aleksandrisher: aleksandrish
aleksandrishes: aleksandrish
aleksandrishn: aleksandrish
aleksandrove: aleksandrove
aleksot: aleksot
alem: alem
alembik: alembik
alembiks: alembik
alemen: alemen
alemens: alemen
alemol: alemol
aleografye: aleografye
aleografyes: aleografye
alergish: alergish
alergishe: alergish
alergisher: alergish
alergishes: alergish
alergishn: alergish
alergye: alergye
alergyes: alergye
alerhant: alerhant
alerley: alerley
ales: ales
aleske: aleske
aleykhem: aleykhem
aleykhemen: aleykhem
aleykhems: aleykhem
aleyn: aleyn
aleyn-farvaltung: aleyn-farvaltung
aleyn-farvaltungen: aleyn-farvaltung
aleyn-hershung: aleyn-hershung
aleyn-hershungen: aleyn-hershung
aleynkayt: aleynkayt
aleynkaytn: aleynkayt
aleynmerder: aleynmerder
aleynmerderke: aleynmerderke
aleynmerderkes: aleynmerderke
aleynmerdern: aleynmerder
aleynmord: aleynmord
aleynmordn: aleynmord
aleyns: aleyns
alfabet: alfabet
alfabetish: alfabetish
alfabetishe: alfabetish
alfabetisher: alfabetish
alfabetishes: alfabetish
alfabetishn: alfabetish
alfarbandish: alfarbandish
alfarbandishe: alfarbandish
alfarbandisher: alfarbandish
alfarbandishes: alfarbandish
alfarbandishn: alfarbandish
alfons: alfons
alfonsn: alfons
algebraish: algebraish
algebraishe: algebraish
algebraisher: algebraish
algebraishes: algebraish
algebraishn: algebraish
algebre: algebre
algebrish: algebrish
algebrishe: algebrish
algebrisher: algebrish
algebrishes: algebrish
algebrishn: algebrish
algebrist: algebrist
algebristn: algebrist
algemeyn: algemeyn
algemeyne: algemeyn
algemeynem: algemeyn
algemeyner: algemeyn
algemeynerung: algemeynerung
algemeynerungen: algemeynerung
algemeynkayt: algemeynkayt
algemeynkaytn: algemeynkayt
algemeyns: algemeyn
algerye: algerye
algeryer: algeryer
algoritm: algoritm
algoritmen: algoritm
alheyler: alheyler
aligator: aligator
aligatorn: aligator
aliir: aliir
aliirn: aliir
aliirndik: aliir
aliirndike: aliir
aliirndiker: aliir
aliirndikn: aliir
aliirndiks: aliir
aliirst: aliir
aliirstu: aliir
aliirt: aliir
aliirte: aliir
aliirter: aliir
aliirtn: aliir
aliirts: aliir
aliles_dam: aliles_dam
alimentn: alimentn
alipagene: alipagn
alipagenem: alipagn
alipagener: alipagn
alipagn: alipagn
alipagns: alipagn
aliye: aliye
aliyes: aliye
alker: alker
alkerele: alker
alkerelekh: alker
alkerl: alker
alkerlekh: alker
alkern: alker
alkers: alker
alkes: -
alkhemye: alkhemye
alkhimye: alkhimye
alkn: alkn
alkns: alkn
alkohol: alkohol
alkoholiker: alkoholiker
alkoholikers: alkoholiker
alkoholish: alkohol
alkoholishe: alkohol
alkoholisher: alkohol
alkoholishes: alkohol
alkoholishn: alkohol
alkoholizm: alkoholizm
alkoholizmen: alkoholizm
alkov: alkov
alkove: alkove
alkoves: alkove
alkovn: alkov
alma_mater: alma_mater
alma_maters: alma_mater
almanakh: almanakh
almanakhn: almanakh
almay: almay
almekhtik: almekhtik
almekhtike: almekhtik
almekhtiker: almekhtik
almekhtikn: almekhtik
almekhtiks: almekhtik
almemer: almemer
almemers: almemer
almen: almen
almens: almen
almentshlekh: almentshlekh
almentshlekhe: almentshlekh
almentshlekher: almentshlekh
almentshlekhn: almentshlekh
almentshlekhs: almentshlekh
almer: almer
almers: almer
almone: almone
almones: almone
almonesh: almone
almoneshaft: almoneshaft
almoneshaftn: almoneshaft
almoneshe: almone
almonesher: almone
almoneshes: almone
almoneshn: almone
alofem: elef
alp: alp
alpage: alpage
alpagene: alpagn
alpagenem: alpagn
alpagener: alpagn
alpages: alpage
alpagn: alpagn
alpagns: alpagn
alpish: alp
alpishe: alp
alpisher: alp
alpishes: alp
alpishn: alp
alpn: alp
alrodik: alrodik
alrodike: alrodik
alrodiker: alrodik
alrodikn: alrodik
alrodiks: alrodik
als: als
alshikh: alshikh
alslavish: alslavish
alslavishe: alslavish
alslavisher: alslavish
alslavishes: alslavish
alslavishn: alslavish
alsyad: alsyad
alt: alt
alt-gebakene: alt-gebakn
alt-gebakenem: alt-gebakn
alt-gebakener: alt-gebakn
alt-gebakn: alt-gebakn
alt-gebakns: alt-gebakn
alt-nifke: alt-nifke
alt-sandz: alt-sandz
alt-sventsyan: alt-sventsyan
altdaytsh: altdaytsh
altdaytshn: altdaytsh
alte: alt
alteglekh: alteglekh
alteglekhe: alteglekh
alteglekher: alteglekh
alteglekhkayt: alteglekhkayt
alteglekhkaytn: alteglekhkayt
alteglekhn: alteglekh
alteglekhs: alteglekh
alter: alt
alterheyt: alterheyt
alternativ: alternativ
alternative: alternativ
alternativer: alternativ
alternativn: alternativ
alternativs: alternativ
altertimlekh: altertimlekh
altertimlekhe: altertimlekh
altertimlekher: altertimlekh
altertimlekhkayt: altertimlekhkayt
altertimlekhkaytn: altertimlekhkayt
altertimlekhn: altertimlekh
altertimlekhs: altertimlekh
altertum: altertum
altertumen: altertum
altetshk: altetshk
altetshke: altetshk
altetshker: altetshk
altetshkn: altetshk
altetshks: altetshk
altfrenkish: altfrenkish
altfrenkishe: altfrenkish
altfrenkisher: altfrenkish
altfrenkishes: altfrenkish
altfrenkishn: altfrenkish
altgrekish: altgrekish
altgrekishe: altgrekish
altgrekisher: altgrekish
altgrekishes: altgrekish
altgrekishn: altgrekish
altink: altink
altinke: altink
altinker: altink
altinkn: altink
altinks: altink
altitshke: altitshke
altitshker: altitshke altitshker
altitshkers: altitshker
altitshkes: altitshke
altitshkn: altitshke
altkayt: altkayt
altkaytn: altkayt
altlekh: altlekh
altlekhe: altlekh
altlekher: altlekh
altlekhn: altlekh
altlekhs: altlekh
